# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "genes.gtf" "-p" "--countReadPairs" "-o" "feature-count/counts.txt" "-T" "2" "-t" "exon" "-g" "gene_id" "bam-files/read_output.bam" "bam-files/read_output2.bam" "bam-files/read_output3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam-files/read_output.bam	bam-files/read_output2.bam	bam-files/read_output3.bam
YOL112W	chrXV	106710	108188	+	1479	0	0	0
YOL111C	chrXV	108258	108896	-	639	0	0	0
YOL110W	chrXV	109176	109889	+	714	0	0	0
YOL109W	chrXV	110297	110638	+	342	0	0	0
tG(UCC)O	chrXV	110962	111033	-	72	0	0	0
YOL108C	chrXV	111431	111886	-	456	0	0	0
YOL107W	chrXV	112102	113130	+	1029	0	0	0
YOL106W	chrXV	113226	113579	+	354	0	0	0
tT(AGU)O1	chrXV	113802	113874	+	73	0	0	0
YOL105C	chrXV	114138	115808	-	1671	0	0	0
YOL104C	chrXV	116396	117454	-	1059	0	0	0
YOL103W-B	chrXV;chrXV	118000;119306	119304;123268	+;+	5268	0	2	0
YOL103W-A	chrXV	118000	119322	+	1323	0	0	0
YOL103W	chrXV	124001	125830	+	1830	0	0	0
YOL102C	chrXV	125997	126689	-	693	0	0	0
YOL101C	chrXV	126982	127920	-	939	0	0	0
YOL100W	chrXV	129237	132482	+	3246	0	0	0
YOL099C	chrXV	132017	132508	-	492	0	0	0
YOL098C	chrXV	132725	135838	-	3114	0	0	0
snR58	chrXV	136088	136183	-	96	0	0	0
YOL097W-A	chrXV	136220	136405	+	186	0	0	0
YOL097C	chrXV	136527	137825	-	1299	0	0	0
YOL096C	chrXV	138107	139045	-	939	0	0	0
YOL095C	chrXV	139227	141347	-	2121	0	0	0
YOL094C	chrXV	141584	142555	-	972	0	0	0
YOL093W	chrXV	142815	143696	+	882	0	0	0
YOL092W	chrXV	144204	145130	+	927	0	0	0
YOL091W	chrXV	145334	147163	+	1830	0	0	0
YOL090W	chrXV	147382	150276	+	2895	0	0	0
YOL089C	chrXV	150398	153490	-	3093	0	0	0
YOL088C	chrXV	153912	154745	-	834	0	0	0
YOL087C	chrXV	155287	158637	-	3351	0	0	0
YOL086W-A	chrXV	159173	159445	+	273	0	0	0
YOL086C	chrXV	159548	160594	-	1047	0	0	0
YOL085W-A	chrXV	161579	161791	+	213	0	0	0
YOL085C	chrXV	161673	162014	-	342	0	0	0
YOL084W	chrXV	162356	165331	+	2976	0	0	0
YOL083W	chrXV	165714	166952	+	1239	0	0	0
YOL083C-A	chrXV	166461	166601	-	141	0	0	0
YOL082W	chrXV	168727	169974	+	1248	0	0	0
YOL081W	chrXV	171070	180309	+	9240	0	0	0
YOL080C	chrXV	180558	181427	-	870	0	0	0
YOL079W	chrXV	181057	181455	+	399	0	0	0
YOL078W	chrXV	181682	185212	+	3531	0	0	0
YOL077W-A	chrXV	185438	185644	+	207	0	0	0
YOL077C	chrXV	185848	186723	-	876	0	0	0
YOL076W	chrXV	187024	189414	+	2391	0	0	0
YOL075C	chrXV	189658	193542	-	3885	0	0	0
YOL073C	chrXV	193832	194800	-	969	0	0	0
YOL072W	chrXV	194970	196337	+	1368	0	0	0
YOL071W	chrXV	196507	196995	+	489	0	0	0
YOL070C	chrXV	197220	198725	-	1506	0	0	0
YOL069W	chrXV	198942	200297	+	1356	0	0	0
YOL068C	chrXV	200368	201879	-	1512	0	0	0
YOL067C	chrXV	201985	202518	-	534	0	0	0
YOL066C	chrXV	202696	204471	-	1776	0	0	0
YOL065C	chrXV	204731	205885	-	1155	0	0	0
YOL064C	chrXV	206103	207176	-	1074	0	0	0
YOL063C	chrXV	207392	210265	-	2874	0	0	0
YOL062C	chrXV	210520	211995	-	1476	0	0	0
YOL061W	chrXV	212244	213734	+	1491	0	0	0
YOL060C	chrXV	214017	216137	-	2121	0	0	0
YOL059W	chrXV	217126	218448	+	1323	0	0	0
YOL058W	chrXV	219210	220472	+	1263	0	0	0
YOL057W	chrXV	220766	222901	+	2136	0	0	0
YOL056W	chrXV	223267	224178	+	912	0	0	0
YOL055C	chrXV	224419	226074	-	1656	0	0	0
tG(GCC)O1	chrXV	226610	226680	-	71	0	0	0
tN(GUU)O1	chrXV	228330	228403	+	74	0	0	0
YOL054W	chrXV	228613	229833	+	1221	0	0	0
YOL053W	chrXV	230084	231271	+	1188	0	0	0
YOL052C-A	chrXV	231569	231754	-	186	0	0	0
YOL052C	chrXV	232445	233635	-	1191	0	0	0
snR81	chrXV	234345	234545	+	201	0	0	0
YOL051W	chrXV	234939	238184	+	3246	0	0	0
YOL050C	chrXV	237881	238201	-	321	0	0	0
YOL049W	chrXV	238618	240093	+	1476	0	0	0
YOL048C	chrXV;chrXV	240203;241025	240946;241309	-;-	1029	0	0	0
YOL047C	chrXV;chrXV	241613;242504	242440;242746	-;-	1071	0	0	0
YOL046C	chrXV	243465	244139	-	675	0	0	0
YOL045W	chrXV	243496	246801	+	3306	0	0	0
YOL044W	chrXV	247149	248300	+	1152	0	0	0
YOL043C	chrXV	248391	249533	-	1143	0	0	0
YOL042W	chrXV	249824	250915	+	1092	0	0	0
YOL041C	chrXV	251266	252645	-	1380	0	0	0
YOL040C	chrXV	253148	253576	-	429	0	0	0
YOL039W	chrXV	254296	254616	+	321	0	0	0
YOL038C-A	chrXV	254925	255020	-	96	0	0	0
YOL038W	chrXV	255336	256100	+	765	0	0	0
YOL037C	chrXV	256665	257018	-	354	0	0	0
YOL036W	chrXV	256744	259029	+	2286	0	0	0
YOL035C	chrXV	258802	259104	-	303	0	0	0
snR50	chrXV	259490	259579	+	90	0	0	0
YOL034W	chrXV	259924	263205	+	3282	0	0	0
YOL033W	chrXV	263476	265086	+	1611	0	0	0
YOL032W	chrXV	265430	266170	+	741	0	0	0
YOL031C	chrXV	266265	267530	-	1266	0	0	0
YOL030W	chrXV	268188	269642	+	1455	0	0	0
YOL029C	chrXV	269816	270421	-	606	0	0	0
YOL028C	chrXV	270634	271371	-	738	0	0	0
YOL027C	chrXV	272004	273725	-	1722	0	0	0
YOL026C	chrXV	274013	274354	-	342	0	0	0
tS(GCU)O	chrXV;chrXV	274674;274730	274710;274774	+;+	82	0	0	0
YOL025W	chrXV	274958	276940	+	1983	0	0	0
YOL024W	chrXV	277087	277605	+	519	0	0	0
YOL023W	chrXV	278057	280087	+	2031	0	0	0
YOL022C	chrXV	280273	281499	-	1227	0	0	0
tG(GCC)O2	chrXV	282165	282235	+	71	0	0	0
YOL021C	chrXV	282422	285427	-	3006	0	0	0
YOL020W	chrXV	286173	287951	+	1779	0	0	0
tY(GUA)O	chrXV;chrXV	288193;288246	288231;288281	+;+	75	0	0	0
YOL019W-A	chrXV	288421	288573	+	153	0	0	0
YOL019W	chrXV	288899	290554	+	1656	0	0	0
YOL018C	chrXV	290882	292075	-	1194	0	0	0
YOL017W	chrXV	292530	294674	+	2145	0	0	0
YOL016C	chrXV	294778	296121	-	1344	0	0	0
YOL015W	chrXV	297079	298839	+	1761	0	0	0
YOL014W	chrXV	299694	300068	+	375	0	0	0
YOL013W-B	chrXV	300691	300981	+	291	0	0	0
YOL013W-A	chrXV	301048	301239	+	192	0	0	0
tP(UGG)O1	chrXV;chrXV	301098;301164	301133;301199	+;+	72	0	0	0
YOL013C	chrXV	301381	303036	-	1656	0	0	0
YOL012C	chrXV	303580	303984	-	405	0	0	0
YOL011W	chrXV	305350	307410	+	2061	0	0	0
YOL010W	chrXV	307939	309042	+	1104	0	0	0
YOL009C	chrXV	309325	310140	-	816	0	0	0
YOL008W	chrXV	310313	310936	+	624	0	0	0
YOL007C	chrXV	311343	312368	-	1026	0	0	0
YOL006C	chrXV	313079	315388	-	2310	0	0	0
YOL005C	chrXV	315814	316176	-	363	0	0	0
YOL004W	chrXV	316939	321549	+	4611	0	0	0
YOL003C	chrXV	321859	322995	-	1137	0	0	0
YOL002C	chrXV	323412	324365	-	954	0	0	0
YOL001W	chrXV	325250	326131	+	882	0	0	0
YOR001W	chrXV	326833	329034	+	2202	0	0	0
YOR002W	chrXV	329418	331052	+	1635	0	0	0
YOR003W	chrXV	331456	332892	+	1437	0	0	0
YOR004W	chrXV	333593	334357	+	765	0	0	0
YOR005C	chrXV	334510	337344	-	2835	0	0	0
YOR006C	chrXV	337681	338622	-	942	0	0	0
YOR007C	chrXV	338939	339979	-	1041	0	0	0
tR(ACG)O	chrXV	340300	340372	-	73	0	0	0
YOR008C	chrXV	341279	342415	-	1137	0	0	0
YOR008C-A	chrXV	342858	343082	-	225	0	0	0
YOR008W-B	chrXV	343929	344030	+	102	0	0	0
YOR009W	chrXV	344335	345798	+	1464	0	0	0
YOR010C	chrXV	346195	346950	-	756	0	0	0
YOR011W	chrXV	349679	353863	+	4185	0	0	0
tT(AGU)O2	chrXV	354041	354113	-	73	0	0	0
YOR011W-A	chrXV	355652	355858	+	207	0	0	0
YOR012W	chrXV	356543	356956	+	414	0	0	0
YOR013W	chrXV	356751	357221	+	471	0	0	0
YOR014W	chrXV	357674	359947	+	2274	0	0	0
YOR015W	chrXV	359993	360352	+	360	0	0	0
YOR016C	chrXV	360461	361084	-	624	0	0	0
YOR017W	chrXV	361412	363814	+	2403	0	0	0
YOR018W	chrXV	364369	366882	+	2514	0	0	0
YOR019W	chrXV	368127	370319	+	2193	0	0	0
YOR020C	chrXV	370524	370844	-	321	0	0	0
YOR020W-A	chrXV	371685	371957	+	273	0	0	0
YOR021C	chrXV	372798	373439	-	642	0	0	0
YOR022C	chrXV	373710	375857	-	2148	0	0	0
YOR023C	chrXV	376012	377712	-	1701	0	0	0
YOR024W	chrXV	377847	378170	+	324	0	0	0
YOR025W	chrXV	378219	379562	+	1344	0	0	0
YOR026W	chrXV	379781	380806	+	1026	0	0	0
YOR027W	chrXV	381053	382822	+	1770	0	0	0
YOR028C	chrXV	383533	384420	-	888	0	0	0
YOR029W	chrXV	384600	384935	+	336	0	0	0
YOR030W	chrXV	386825	388684	+	1860	0	0	0
YOR031W	chrXV	389213	389422	+	210	0	0	0
YOR032C	chrXV	389771	391075	-	1305	0	0	0
YOR032W-A	chrXV	392176	392376	+	201	0	0	0
YOR033C	chrXV	392416	394524	-	2109	0	0	0
YOR034C	chrXV	394837	397086	-	2250	0	0	0
YOR034C-A	chrXV	397426	397668	-	243	0	0	0
YOR035C	chrXV	397735	400104	-	2370	0	0	0
YOR036W	chrXV	400348	401214	+	867	0	0	0
YOR037W	chrXV	401555	402655	+	1101	0	0	0
YOR038C	chrXV	402761	405388	-	2628	0	0	0
YOR039W	chrXV	405768	406544	+	777	0	0	0
YOR040W	chrXV	407064	407921	+	858	0	0	0
snR9	chrXV	407948	408134	-	187	0	0	0
YOR041C	chrXV	408358	408789	-	432	0	0	0
YOR042W	chrXV	408425	409660	+	1236	0	0	0
snR62	chrXV	409765	409864	-	100	0	0	0
YOR043W	chrXV	410870	412330	+	1461	0	0	0
YOR044W	chrXV	413007	413480	+	474	0	0	0
YOR045W	chrXV	413852	414037	+	186	0	0	0
YOR046C	chrXV	414460	415908	-	1449	0	0	0
YOR047C	chrXV	416348	417682	-	1335	0	0	0
YOR048C	chrXV	418631	421651	-	3021	0	0	0
YOR049C	chrXV	422669	423733	-	1065	0	0	0
YOR050C	chrXV	424272	424619	-	348	0	0	0
YOR051C	chrXV	424848	426086	-	1239	0	0	0
YOR052C	chrXV	426774	427226	-	453	0	0	0
YOR053W	chrXV	427819	428160	+	342	0	0	0
YOR054C	chrXV	427835	429859	-	2025	0	0	0
YOR055W	chrXV	429480	429914	+	435	0	0	0
YOR056C	chrXV	430249	431628	-	1380	0	0	0
YOR057W	chrXV	432188	433375	+	1188	0	0	0
YOR058C	chrXV	433690	436347	-	2658	0	0	0
tK(UUU)O	chrXV;chrXV	438645;438705	438681;438740	+;+	73	0	0	0
YOR059C	chrXV	438908	440260	-	1353	0	0	0
YOR060C	chrXV	440392	441165	-	774	0	0	0
YOR061W	chrXV	441536	442555	+	1020	0	0	0
YOR062C	chrXV	442727	443533	-	807	0	0	0
YOR063W	chrXV	444688	445851	+	1164	0	0	0
YOR064C	chrXV	446081	446740	-	660	0	0	0
YOR065W	chrXV	447441	448370	+	930	0	0	0
YOR066W	chrXV	449438	451327	+	1890	0	0	0
YOR067C	chrXV	451731	453464	-	1734	0	0	0
YOR069W	chrXV	453770	455797	+	2028	0	0	0
YOR068C	chrXV	453871	454215	-	345	0	0	0
YOR070C	chrXV	455909	457822	-	1914	0	0	0
YOR071C	chrXV	459482	461278	-	1797	0	0	0
YOR072W	chrXV	461504	461818	+	315	0	0	0
YOR072W-A	chrXV	461793	462041	+	249	0	0	0
tP(UGG)O2	chrXV;chrXV	464452;464518	464487;464553	+;+	72	0	0	0
YOR072W-B	chrXV	464471	464632	+	162	0	0	0
YOR073W	chrXV	464773	466545	+	1773	0	0	0
YOR074C	chrXV	466677	467591	-	915	0	0	0
YOR073W-A	chrXV	467392	467625	+	234	0	0	0
YOR075W	chrXV	468214	469254	+	1041	0	0	0
YOR076C	chrXV	469379	471622	-	2244	0	0	0
YOR077W	chrXV	471901	472599	+	699	0	0	0
YOR078W	chrXV	472727	473371	+	645	0	0	0
YOR079C	chrXV	473477	474418	-	942	0	0	0
YOR080W	chrXV	474596	476794	+	2199	0	0	0
YOR081C	chrXV	476941	479190	-	2250	0	0	0
YOR082C	chrXV	479298	479639	-	342	0	0	0
YOR083W	chrXV	479535	480422	+	888	0	0	0
YOR084W	chrXV	480589	481752	+	1164	0	0	0
YOR085W	chrXV	482035	483087	+	1053	0	0	0
YOR086C	chrXV	483221	486781	-	3561	0	0	0
tN(GUU)O2	chrXV	487441	487514	+	74	0	0	0
YOR087W	chrXV	487709	489736	+	2028	0	0	0
YOR089C	chrXV	490198	490830	-	633	0	0	0
YOR090C	chrXV	491125	492843	-	1719	0	0	0
YOR091W	chrXV	493434	494471	+	1038	0	0	0
YOR092W	chrXV	495128	496969	+	1842	0	0	0
YOR093C	chrXV	497507	502453	-	4947	0	0	0
YOR094W	chrXV	502796	503347	+	552	0	0	0
YOR095C	chrXV	503553	504329	-	777	0	0	0
YOR096W	chrXV;chrXV	505795;506340	505938;506768	+;+	573	0	0	0
YOR097C	chrXV	506979	507506	-	528	0	0	0
YOR098C	chrXV	507949	511179	-	3231	0	0	0
YOR099W	chrXV	511826	513007	+	1182	0	0	0
YOR100C	chrXV	513296	514279	-	984	0	0	0
YOR101W	chrXV	515245	516174	+	930	0	0	0
YOR102W	chrXV	516424	516774	+	351	0	0	0
YOR103C	chrXV	516450	516842	-	393	0	0	0
YOR104W	chrXV	517643	518491	+	849	0	0	0
YOR105W	chrXV	518196	518522	+	327	0	0	0
YOR106W	chrXV	519122	519973	+	852	0	0	0
YOR107W	chrXV	521354	522283	+	930	0	0	0
YOR108W	chrXV	523028	524842	+	1815	0	0	0
YOR108C-A	chrXV	524606	524815	-	210	0	0	0
YOR109W	chrXV	525279	528602	+	3324	0	0	0
YOR110W	chrXV	528942	530249	+	1308	0	0	0
YOR111W	chrXV	530430	531128	+	699	0	0	0
YOR112W	chrXV	531509	533794	+	2286	0	0	0
YOR113W	chrXV	534076	536820	+	2745	0	0	0
YOR114W	chrXV	537571	538455	+	885	0	0	0
YOR115C	chrXV	538660	539466	-	807	0	0	0
YOR116C	chrXV	539764	544146	-	4383	0	0	0
YOR117W	chrXV	545030	546334	+	1305	0	0	0
YOR118W	chrXV	546858	548561	+	1704	0	0	0
YOR119C	chrXV	548793	550247	-	1455	0	0	0
YOR120W	chrXV	551115	552053	+	939	0	0	0
YOR121C	chrXV	551799	552104	-	306	0	0	0
YOR122C	chrXV;chrXV	552299;552876	552666;552888	-;-	381	0	0	0
YOR123C	chrXV	553177	554571	-	1395	0	0	0
YOR124C	chrXV	554825	558643	-	3819	0	0	0
YOR125C	chrXV	559031	559732	-	702	0	0	0
YOR126C	chrXV	559962	560678	-	717	0	0	0
YOR127W	chrXV	561171	564194	+	3024	0	0	0
YOR128C	chrXV	564477	566192	-	1716	0	0	0
YOR129C	chrXV	566878	569559	-	2682	0	0	0
YOR130C	chrXV	569930	570808	-	879	0	0	0
tD(GUC)O	chrXV	571959	572030	+	72	0	0	0
YOR131C	chrXV	572183	572839	-	657	0	0	0
YOR132W	chrXV	573176	574831	+	1656	0	0	0
YOR133W	chrXV	575099	577627	+	2529	0	0	0
YOR134W	chrXV	578565	579794	+	1230	0	0	0
YOR135C	chrXV	580160	580501	-	342	0	0	0
YOR136W	chrXV	580251	581360	+	1110	0	0	0
YOR137C	chrXV	581814	583682	-	1869	0	0	0
YOR138C	chrXV	584310	586325	-	2016	0	0	0
YOR139C	chrXV	586951	587343	-	393	0	0	0
YOR140W	chrXV	586982	589282	+	2301	0	0	0
YOR141C	chrXV	589943	592588	-	2646	0	0	0
YOR142W	chrXV	593058	594047	+	990	0	0	0
tG(CCC)O	chrXV	594355	594426	-	72	0	0	0
YOR142W-B	chrXV;chrXV	595113;596419	596417;600381	+;+	5268	0	0	0
YOR142W-A	chrXV	595113	596435	+	1323	0	0	0
YOR143C	chrXV	601384	602343	-	960	0	0	0
YOR144C	chrXV	602718	605093	-	2376	0	0	0
YOR145C	chrXV	605348	606172	-	825	0	0	0
YOR146W	chrXV	605874	606179	+	306	0	0	0
YOR147W	chrXV	606608	608476	+	1869	0	0	0
YOR148C	chrXV	608641	609198	-	558	0	0	0
YOR149C	chrXV	609839	611389	-	1551	0	0	0
YOR150W	chrXV	612000	612491	+	492	0	0	0
YOR151C	chrXV	612998	616672	-	3675	0	0	0
YOR152C	chrXV	617519	618289	-	771	0	0	0
YOR153W	chrXV	619841	624376	+	4536	0	0	0
YOR154W	chrXV	624730	626493	+	1764	0	0	0
YOR155C	chrXV	626629	627981	-	1353	0	0	0
YOR156C	chrXV	628361	630541	-	2181	0	0	0
YOR157C	chrXV	630967	631752	-	786	0	0	0
YOR158W	chrXV	632165	633121	+	957	0	0	0
YOR159C	chrXV	633283	633567	-	285	0	0	0
YOR160W	chrXV	633840	636758	+	2919	0	0	0
YOR161C	chrXV	636940	638559	-	1620	0	0	0
YOR161W-A	chrXV	637575	637655	+	81	0	0	0
YOR161W-B	chrXV	637976	638236	+	261	0	0	0
YOR161C-C	chrXV	639122	639268	-	147	0	0	0
YOR162C	chrXV	639561	641993	-	2433	0	0	0
YOR163W	chrXV	642742	643308	+	567	0	0	0
YOR164C	chrXV	643395	644333	-	939	0	0	0
YOR165W	chrXV	644567	646897	+	2331	0	0	0
YOR166C	chrXV	647127	648503	-	1377	0	0	0
YOR167C	chrXV	648805	649008	-	204	0	0	0
YOR168W	chrXV	649304	651733	+	2430	0	0	0
YOR169C	chrXV	651377	651841	-	465	0	0	0
YOR170W	chrXV	651859	652164	+	306	0	0	0
YOR171C	chrXV	652011	653885	-	1875	0	0	0
YOR172W	chrXV	654211	656571	+	2361	0	0	0
YOR173W	chrXV	657265	658326	+	1062	0	0	0
YOR174W	chrXV	658748	659602	+	855	0	0	0
YOR175C	chrXV	659816	661675	-	1860	0	0	0
YOR176W	chrXV	662402	663583	+	1182	0	0	0
tV(AAC)O	chrXV	663813	663886	-	74	0	0	0
YOR177C	chrXV	665786	667180	-	1395	0	0	0
YOR178C	chrXV	667861	670242	-	2382	0	0	0
YOR179C	chrXV	671846	672412	-	567	0	0	0
YOR180C	chrXV	674353	675168	-	816	0	0	0
YOR181W	chrXV	675940	677841	+	1902	0	0	0
YOR182C	chrXV;chrXV	678192;678792	678380;678794	-;-	192	0	0	0
YOR183W	chrXV	678873	679262	+	390	0	0	0
YOR184W	chrXV	679358	680545	+	1188	0	0	0
snR36	chrXV	680686	680867	-	182	0	0	0
YOR185C	chrXV	681445	682107	-	663	0	0	0
YOR186W	chrXV	683112	683546	+	435	0	0	0
YOR186C-A	chrXV	683330	683539	-	210	0	0	0
YOR187W	chrXV	684031	685344	+	1314	0	0	0
YOR188W	chrXV	685768	689181	+	3414	0	0	0
YOR189W	chrXV	689625	689975	+	351	0	0	0
YOR190W	chrXV	690696	692033	+	1338	0	0	0
YOR191W	chrXV	692476	697335	+	4860	0	0	0
YOR192C	chrXV	698769	700568	-	1800	0	0	0
YOR192C-C	chrXV	703989	704225	-	237	0	0	0
YOR192C-B	chrXV;chrXV	704420;708441	708439;709733	-;-	5313	0	0	0
YOR192C-A	chrXV	708417	709733	-	1317	0	0	0
tM(CAU)O1	chrXV	710202	710273	+	72	0	0	0
YOR193W	chrXV	710447	711577	+	1131	0	0	0
YOR194C	chrXV	711684	712544	-	861	0	0	0
YOR195W	chrXV	712867	715332	+	2466	0	0	0
YOR196C	chrXV	715594	716838	-	1245	0	0	0
YOR197W	chrXV	717087	718385	+	1299	0	0	0
YOR198C	chrXV	718654	720066	-	1413	0	0	0
YOR199W	chrXV	720182	720511	+	330	0	0	0
YOR200W	chrXV	720418	720816	+	399	0	0	0
YOR201C	chrXV	720471	721709	-	1239	0	0	0
YOR202W	chrXV	721947	722609	+	663	0	0	0
YOR203W	chrXV	722566	722919	+	354	0	0	0
YOR204W	chrXV	722912	724726	+	1815	0	0	0
YOR205C	chrXV	725565	727235	-	1671	0	0	0
YOR206W	chrXV	727513	729645	+	2133	0	0	0
YOR207C	chrXV	730009	733458	-	3450	0	0	0
YOR208W	chrXV	733926	736178	+	2253	0	0	0
YOR209C	chrXV	736438	737727	-	1290	0	0	0
YOR210W	chrXV	738321	738533	+	213	0	0	0
YOR211C	chrXV	738925	741570	-	2646	0	0	0
YOR212W	chrXV	742911	744182	+	1272	0	0	0
YOR213C	chrXV	744536	745282	-	747	0	0	0
YOR214C	chrXV	745594	746304	-	711	0	0	0
YOR215C	chrXV	746726	747283	-	558	0	0	0
YOR216C	chrXV	747526	748980	-	1455	0	0	0
YOR217W	chrXV	749302	751887	+	2586	0	0	0
YOR218C	chrXV	751477	751896	-	420	0	0	0
YOR219C	chrXV	752215	755010	-	2796	0	0	0
YOR220W	chrXV	755329	756126	+	798	0	0	0
YOR221C	chrXV	756477	757559	-	1083	0	0	0
YOR222W	chrXV	758331	759254	+	924	0	0	0
snR35	chrXV	759327	759530	-	204	0	0	0
YOR223W	chrXV	759783	760661	+	879	0	0	0
YOR224C	chrXV	760826	761266	-	441	0	0	0
YOR225W	chrXV	761393	761722	+	330	0	0	0
YOR226C	chrXV	761615	762085	-	471	0	0	0
YOR227W	chrXV	762826	766566	+	3741	0	0	0
YOR228C	chrXV	766870	767778	-	909	0	0	0
YOR229W	chrXV	768410	769813	+	1404	0	0	0
YOR230W	chrXV	770801	772114	+	1314	0	0	0
YOR231W	chrXV	772602	774128	+	1527	0	0	0
YOR231C-A	chrXV	773164	773364	-	201	0	0	0
YOR232W	chrXV	774574	775260	+	687	0	0	0
YOR233W	chrXV	775847	778249	+	2403	0	0	0
YOR234C	chrXV;chrXV	778556;779388	778860;779406	-;-	324	0	0	0
YOR235W	chrXV	779871	780185	+	315	0	0	0
snR17a	chrXV;chrXV	780108;780279	780121;780597	+;+	333	0	0	0
YOR236W	chrXV	780907	781542	+	636	0	0	0
YOR237W	chrXV	781995	783299	+	1305	0	0	0
YOR238W	chrXV	783678	784589	+	912	0	0	0
YOR239W	chrXV;chrXV	784858;785690	785688;786745	+;+	1887	0	0	0
YOR241W	chrXV	786996	788642	+	1647	0	0	0
YOR242C	chrXV	788743	789858	-	1116	0	0	0
YOR243C	chrXV	790212	792242	-	2031	0	0	0
YOR244W	chrXV	792532	793869	+	1338	0	0	0
YOR245C	chrXV	794077	795333	-	1257	0	0	0
YOR246C	chrXV	795802	796794	-	993	0	0	0
YOR247W	chrXV	797677	798309	+	633	0	0	0
YOR248W	chrXV	798014	798316	+	303	0	0	0
YOR249C	chrXV	798675	800732	-	2058	0	0	0
YOR250C	chrXV	800971	802308	-	1338	0	0	0
YOR251C	chrXV	802551	803465	-	915	0	0	0
YOR252W	chrXV	803668	804204	+	537	0	0	0
YOR253W	chrXV	804378	804908	+	531	0	0	0
YOR254C	chrXV	805033	807024	-	1992	0	0	0
YOR255W	chrXV	807272	808108	+	837	0	0	0
YOR256C	chrXV	808254	810683	-	2430	0	0	0
YOR257W	chrXV	811008	811493	+	486	0	0	0
YOR258W	chrXV	811671	812324	+	654	0	0	0
YOR259C	chrXV	812395	813708	-	1314	0	0	0
YOR260W	chrXV	813984	815720	+	1737	0	0	0
YOR261C	chrXV	815915	816931	-	1017	0	0	0
YOR262W	chrXV	817291	818334	+	1044	0	0	0
YOR263C	chrXV	818756	819163	-	408	0	0	0
YOR264W	chrXV	818865	820157	+	1293	0	0	0
YOR265W	chrXV	820453	820773	+	321	0	0	0
YOR266W	chrXV	821022	822293	+	1272	0	0	0
YOR267C	chrXV	822587	824866	-	2280	0	0	0
YOR268C	chrXV	825533	825931	-	399	0	0	0
YOR269W	chrXV	826384	827868	+	1485	0	0	0
YOR270C	chrXV	828051	830573	-	2523	0	0	0
YOR271C	chrXV	831058	832041	-	984	0	0	0
snR8	chrXV	832331	832520	+	190	0	0	0
YOR272W	chrXV	832812	834194	+	1383	0	0	0
YOR273C	chrXV	834451	836430	-	1980	0	0	0
YOR274W	chrXV	837673	838959	+	1287	0	0	0
YOR275C	chrXV	839083	841068	-	1986	0	0	0
YOR276W	chrXV	841332	841817	+	486	0	0	0
YOR277C	chrXV	841514	841822	-	309	0	0	0
snR31	chrXV	841957	842181	-	225	0	0	0
snR5	chrXV	842402	842605	+	204	0	0	0
YOR278W	chrXV	842816	843643	+	828	0	0	0
YOR279C	chrXV	843697	844629	-	933	0	0	0
YOR280C	chrXV	844991	845791	-	801	0	0	0
YOR281C	chrXV	846268	847128	-	861	0	0	0
YOR282W	chrXV	846999	847319	+	321	0	0	0
YOR283W	chrXV	847452	848144	+	693	0	0	0
YOR284W	chrXV	848477	849208	+	732	0	0	0
YOR285W	chrXV	849634	850053	+	420	0	0	0
YOR286W	chrXV	850279	850728	+	450	0	0	0
YOR287C	chrXV	850936	851838	-	903	0	0	0
YOR288C	chrXV	852120	853076	-	957	0	0	0
YOR289W	chrXV	853356	854111	+	756	0	0	0
tA(UGC)O	chrXV	854186	854258	-	73	0	0	0
YOR290C	chrXV	855146	860257	-	5112	0	0	0
YOR291W	chrXV	861174	865592	+	4419	0	0	0
YOR292C	chrXV	865652	866581	-	930	0	0	0
YOR293W	chrXV;chrXV	867097;867586	867148;867851	+;+	318	0	0	0
YOR293C-A	chrXV	867997	868146	-	150	0	0	0
YOR294W	chrXV	868339	868950	+	612	0	0	0
YOR295W	chrXV	869207	869893	+	687	0	0	0
YOR296W	chrXV	870201	874070	+	3870	0	0	0
YOR297C	chrXV	874742	875320	-	579	0	0	0
YOR298W	chrXV	875598	877037	+	1440	0	0	0
YOR298C-A	chrXV	877229	877684	-	456	0	0	0
YOR299W	chrXV	878433	880673	+	2241	0	0	0
YOR300W	chrXV	880573	880881	+	309	0	0	0
YOR301W	chrXV	880963	882270	+	1308	0	0	0
YOR302W	chrXV	882763	882840	+	78	0	0	0
YOR303W	chrXV	882897	884132	+	1236	0	0	0
YOR304W	chrXV	884512	887874	+	3363	0	0	0
YOR304C-A	chrXV	888518	888748	-	231	0	0	0
YOR305W	chrXV	889020	889748	+	729	0	0	0
YOR306C	chrXV	889865	891430	-	1566	0	0	0
YOR307C	chrXV	892728	894089	-	1362	0	0	0
YOR308C	chrXV	894621	896384	-	1764	0	0	0
YOR309C	chrXV	896695	897075	-	381	0	0	0
YOR310C	chrXV	896822	898357	-	1536	0	0	0
YOR311C	chrXV	899053	899925	-	873	0	0	0
YOR312C	chrXV;chrXV	900247;901191	900764;901191	-;-	519	0	0	0
YOR313C	chrXV	901855	902871	-	1017	0	0	0
YOR314W	chrXV	903040	903369	+	330	0	0	0
YOR314W-A	chrXV	904455	904565	+	111	0	0	0
YOR315W	chrXV	904757	905797	+	1041	0	0	0
